股票名称,股票代码,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
钱江生化,SH600796,5.24,-0.01,-0.19%,-1.69%,368601.0,1937132.0,0.12%,16.803,1.905%,4540909414
瀚川智能,SH688022,53.63,1.61,3.09%,10.81%,367868.0,19510281.0,0.34%,64.698,0,5820811959
苏州龙杰,SH603332,10.75,0.06,0.56%,0.66%,367800.0,3949712.0,0.22%,-47.648,1.994%,1790016900
仲景食品,SZ300908,35.45,0.96,2.78%,-7.56%,367300.0,12876600.0,0.95%,30.993,1.419%,3545000000
华达新材,SH605158,6.6,0.03,0.46%,3.12%,367190.0,2413250.0,0.25%,24.973,1.517%,3375372000
广聚能源,SZ000096,8.15,-0.04,-0.49%,1.62%,367000.0,3000935.0,0.07%,138.394,8.589%,4303200000
友讯达,SZ300514,11.17,0.04,0.36%,8.98%,366800.0,4080949.0,0.24%,20.803,0.897%,2234000000
汇通集团,SH603176,7.08,0.0,0%,2.16%,366700.0,2595605.0,0.24%,49.961,0.424%,3303952800
ST远程,SZ002692,3.77,0.01,0.27%,-1.31%,366000.0,1379022.0,0.05%,39.958,0,2707410420
移远通信,SH603236,111.66,1.73,1.57%,10.75%,365838.0,40551683.0,0.19%,37.819,0.51%,21101738606
ST信通,SH600289,2.83,0.0,0%,1.43%,365400.0,1030539.0,0.06%,-10.624,0,1785877355
华鼎股份,SH601113,3.66,-0.01,-0.27%,-0.81%,365200.0,1341622.0,0.03%,-8.538,0,4041197147
博士眼镜,SZ300622,21.17,-0.08,-0.38%,2.52%,365200.0,7805900.0,0.34%,46.881,2.349%,3665912111
华瑞股份,SZ300626,8.25,0.07,0.86%,5.23%,365100.0,3015951.0,0.21%,43.44,0.364%,1485000000
农尚环境,SZ300536,14.22,-0.01,-0.07%,-2%,365100.0,5191176.0,0.12%,1908.041,0,4170557251
安集科技,SH688019,187.0,4.7,2.58%,3.89%,364834.0,67646848.0,0.49%,59.653,0.121%,13969206680
统联精密,SH688210,24.45,1.12,4.8%,10.78%,364213.0,8739292.0,0.5%,36.312,0.587%,2738400000
平治信息,SZ300571,29.6,0.45,1.54%,5.71%,363900.0,10739163.0,0.31%,22.171,0.372%,4128642219
ST獐子岛,SZ002069,3.58,0.01,0.28%,-0.56%,363300.0,1301800.0,0.05%,63.638,0,2545781655
ST万林,SH603117,3.08,0.05,1.65%,10.79%,363047.0,1114322.0,0.06%,-5.321,0,1950085066
利民股份,SZ002734,9.83,0.12,1.24%,5.02%,363000.0,3552262.0,0.11%,16.957,3.052%,3662314717
海顺新材,SZ300501,15.16,0.15,1%,5.06%,363000.0,5473884.0,0.29%,26.932,0.794%,2932002301
钱江水利,SH600283,12.37,-0.01,-0.08%,0.73%,362314.0,4478246.0,0.1%,33.311,1.216%,4366557526
渤海股份,SZ000605,6.13,0.03,0.49%,1.32%,362200.0,2212593.0,0.11%,412.527,0.327%,2161797218
宝莱特,SZ300246,15.36,0.1,0.66%,-5.88%,362000.0,5546757.0,0.26%,586.513,1.302%,2700118026
云赛B股,SH900901,0.506,0.01,2.02%,2.85%,361200.0,181718.0,0.12%,19.382,1.581%,692042768
保龄宝,SZ002286,8.7,0.05,0.58%,-4.29%,360794.0,3133258.0,0.1%,21.305,0.69%,3238490359
斯达半导,SH603290,347.49,3.22,0.94%,5.52%,360565.0,126102182.0,0.4%,82.127,0.199%,59338967920
老凤祥,SH600612,47.2,0.1,0.21%,10.28%,360000.0,16931025.0,0.11%,14.238,3.069%,24691158461
罗普特,SH688619,11.03,0.19,1.75%,6.67%,359716.0,3959941.0,0.41%,233.973,0.437%,2065786805
伊泰B股,SH900948,1.452,0.01,0.69%,9.92%,359100.0,521427.0,0.03%,2.244,9.566%,4724818164
宏和科技,SH603256,6.82,0.05,0.74%,4.6%,359030.0,2439014.0,0.04%,92.466,1.445%,6031403400
牧高笛,SH603908,61.98,1.6,2.65%,1.84%,359000.0,22087138.0,0.54%,30.116,1.455%,4133446200
洁特生物,SH688026,26.15,0.47,1.83%,8.69%,358535.0,9313948.0,0.48%,34.697,1.636%,3670496634
三和管桩,SZ003037,11.77,0.05,0.43%,4.53%,358500.0,4214078.0,0.39%,40.575,0.681%,5915041484
嘉必优,SH688089,48.27,-0.23,-0.47%,6.51%,358481.0,17196355.0,0.55%,54.883,0.687%,5792400000
金鹰重工,SZ301048,8.82,0.07,0.8%,3.52%,358091.0,3149228.0,0.27%,18.689,1.351%,4704000588
顺控发展,SZ003039,17.13,0.12,0.71%,1.3%,357811.0,6109773.0,0.29%,41.626,0.743%,10578095845
炬芯科技,SH688049,28.23,0.59,2.13%,4.36%,357277.0,10020113.0,0.4%,50.217,0,3444060000
坤彩科技,SH603826,50.58,1.33,2.7%,-3.49%,356000.0,17802961.0,0.08%,247.5,0,23671440000
荣信文化,SZ301231,21.21,0.0,0%,1.1%,354627.0,7499461.0,1.77%,50.406,0.566%,1790124000
新炬网络,SH605398,28.56,0.65,2.33%,1.82%,354480.0,10099048.0,1.31%,37.263,0.623%,2378976372
节能国祯,SZ300388,6.22,0.0,0%,0.65%,354120.0,2204090.0,0.05%,12.066,1.932%,4347543783
凯尔达,SH688255,32.42,0.43,1.34%,26.1%,353413.0,11384910.0,0.72%,53.386,1.574%,2542201689
杰恩设计,SZ300668,21.24,0.2,0.95%,7.93%,353000.0,7447488.0,0.45%,136.767,0.472%,2558102051
航天宏图,SH688066,87.08,0.5,0.58%,1.85%,352690.0,30579118.0,0.19%,71.274,0.113%,16165207349
拓荆科技-U,SH688072,231.78,7.2,3.21%,6.93%,352549.0,80493669.0,1.28%,117.837,0,29315255569
五洲特纸,SH605007,18.45,0.13,0.71%,-2.12%,352300.0,6465193.0,0.43%,24.598,1.638%,7384050292
恒光股份,SZ301118,31.09,0.4,1.3%,2.91%,352015.0,10876721.0,0.66%,14.202,2.417%,3317437000
华海清科,SH688120,234.56,5.65,2.47%,4.46%,351898.0,82134804.0,1.4%,63.615,0,25019741152
华骐环保,SZ300929,11.4,0.04,0.35%,0.44%,351860.0,4003629.0,0.37%,20.445,0.711%,1506315698
日盈电子,SH603286,16.73,0.16,0.97%,8.64%,351400.0,5852326.0,0.4%,-160.453,0,1473511480
维力医疗,SH603309,22.75,0.15,0.66%,13.86%,351130.0,7962608.0,0.12%,41.306,0.592%,6673080460
永吉股份,SH603058,7.3,0.03,0.41%,0.27%,351100.0,2555202.0,0.08%,-297.386,3.429%,3059275663
威派格,SH603956,7.71,0.08,1.05%,3.35%,351100.0,2695232.0,0.07%,-45.284,2.28%,3920036649
华立科技,SZ301011,28.29,0.49,1.76%,1.36%,349946.0,9812077.0,0.59%,121.082,0.544%,3192243600
神宇股份,SZ300563,11.33,0.12,1.07%,3.38%,349920.0,3955796.0,0.29%,32.412,0.796%,2026059220
华资实业,SH600191,5.18,0.0,0%,-0.58%,349900.0,1810837.0,0.07%,-45.751,0.193%,2511947760
苏试试验,SZ300416,30.31,0.14,0.46%,0.53%,349704.0,10574343.0,0.09%,49.871,0.359%,11829816446
争光股份,SZ301092,29.22,0.25,0.86%,8.46%,348900.0,10167310.0,0.98%,25.082,0.411%,3894666686
宝鼎科技,SZ002552,15.34,-0.05,-0.32%,1.72%,348700.0,5359311.0,0.15%,936.946,0,6682288862
视源股份,SZ002841,60.73,0.44,0.73%,2.86%,347204.0,20928804.0,0.08%,20.576,1.411%,42579234812
多瑞医药,SZ301075,31.27,0.27,0.87%,-3.31%,347000.0,10896478.0,1.26%,60.06,1.99%,2502400000
艾为电子,SH688798,110.16,4.71,4.47%,15.31%,346993.0,37736058.0,0.49%,124.539,0.727%,18286560000
华体科技,SH603679,12.68,0.09,0.71%,6.29%,346700.0,4367436.0,0.24%,-25.329,0,2069095594
联德股份,SH605060,28.01,0.21,0.76%,8.52%,346000.0,9646872.0,0.42%,31.816,1.189%,6757580560
香山股份,SZ002870,28.6,0.45,1.6%,8.75%,345100.0,9756743.0,0.31%,132.424,0,3777363190
上海雅仕,SH603329,16.46,0.08,0.49%,1.54%,344300.0,5668292.0,0.22%,15.418,1.821%,2613126970
迪哲医药-U,SH688192,48.63,-0.06,-0.12%,23.52%,343717.0,16798554.0,0.89%,-27.782,0,19800205243
交控科技,SH688015,25.9,0.59,2.33%,7.92%,343494.0,8844531.0,0.2%,19.449,1.808%,4867735666
恒玄科技,SH688608,123.01,4.84,4.1%,7.9%,343316.0,41733989.0,0.43%,55.948,0.275%,14761200000
申菱环境,SZ301018,39.06,0.23,0.59%,14.04%,343100.0,13364502.0,0.4%,48.562,0.46%,9374790600
大商股份,SH600694,17.3,-0.01,-0.06%,-4.42%,343100.0,5936772.0,0.12%,9.916,11.567%,5081332697
金迪克,SH688670,49.06,1.06,2.21%,14.12%,342867.0,16714169.0,1.29%,113.472,1.019%,4317280000
希荻微,SH688173,24.89,0.67,2.77%,9.5%,342675.0,8464663.0,1.04%,539.449,0,10088091578
零点有数,SZ301169,33.43,0.71,2.17%,11.06%,342600.0,11410550.0,1.22%,70.076,0.894%,2414975645
巴比食品,SH605338,31.23,0.6,1.96%,-1.58%,342260.0,10596432.0,0.4%,34.859,0.836%,7745040000
奥来德,SH688378,51.0,0.5,0.99%,0.99%,340997.0,17673120.0,0.53%,52.01,2.064%,5235722016
可川科技,SH603052,50.95,0.48,0.95%,8.7%,340500.0,17344507.0,1.98%,22.712,0,3505360000
赛微微电,SH688325,48.51,1.71,3.65%,19.07%,339903.0,16336488.0,1.77%,73.482,0,3880800000
迈信林,SH688685,21.42,0.17,0.8%,-7.43%,339709.0,7270536.0,0.62%,47.216,0,2396184007
艾艾精工,SH603580,16.56,0.06,0.36%,13.97%,339708.0,5657215.0,0.26%,377.905,0.985%,2163948192
深科达,SH688328,21.51,0.43,2.04%,4.11%,338835.0,7248398.0,0.76%,66.285,0.975%,1743170400
狮头股份,SH600539,6.38,0.01,0.16%,-2.15%,337500.0,2150644.0,0.15%,244.854,0,1467400000
龙溪股份,SH600592,7.17,0.05,0.7%,3.17%,337300.0,2416292.0,0.08%,29.898,1.704%,2864799104
瀚蓝环境,SH600323,18.0,-0.02,-0.11%,-2.49%,337100.0,6074609.0,0.04%,13.312,1.22%,14676248628
柘中股份,SZ002346,13.31,0.01,0.08%,4.15%,336879.0,4476458.0,0.09%,13.684,1.5%,5877368787
亚普股份,SH603013,14.54,0.02,0.14%,1.47%,335900.0,4873871.0,0.07%,17.276,4.838%,7453702228
酷特智能,SZ300840,8.85,0.11,1.26%,-0.9%,335626.0,2959274.0,0.22%,26.366,0.362%,2124000000
科创新源,SZ300731,18.91,-0.07,-0.37%,12.83%,335600.0,6354636.0,0.28%,-35.385,0,2390825414
润贝航科,SZ001316,37.64,0.71,1.92%,-2.74%,335300.0,12570662.0,1.68%,23.34,0,3011200000
东华科技,SZ002140,9.24,0.01,0.11%,2.55%,334900.0,3097287.0,0.06%,24.196,1.243%,6548839577
宜宾纸业,SH600793,12.83,0.02,0.16%,-2.73%,334900.0,4291622.0,0.19%,73.98,0,2269678346
利扬芯片,SH688135,28.4,0.76,2.75%,4.26%,334043.0,9420279.0,0.45%,72.12,1.288%,3897875008
泽宇智能,SZ301179,45.38,0.33,0.73%,18.89%,333300.0,14995292.0,1.01%,24.886,1.038%,5991480000
永安行,SH603776,13.08,0.03,0.23%,3.97%,332244.0,4350316.0,0.14%,101.024,0.765%,3043126811
宏盛股份,SH603090,34.57,0.49,1.44%,24.62%,331900.0,11425004.0,0.33%,91.402,0.866%,3457000000
思特威-W,SH688213,44.18,1.88,4.44%,13.87%,331024.0,14517880.0,1.03%,486.624,0,17672441800
名雕股份,SZ002830,11.76,-0.02,-0.17%,1.73%,330900.0,3907517.0,0.49%,55.557,1.277%,1568078400
嘉华股份,SH603182,18.29,0.1,0.55%,2.12%,330800.0,6042829.0,0.8%,23.956,1.316%,3009619500
德才股份,SH605287,23.53,0.48,2.08%,5.09%,330724.0,7732175.0,0.53%,18.21,0.644%,2353000000
超达装备,SZ301186,29.75,0.31,1.05%,9.62%,330000.0,9957071.0,1.53%,39.871,1.009%,2166030131
美迪凯,SH688079,9.1,0.16,1.79%,5.94%,329915.0,3000786.0,0.19%,97.507,0.82%,3652133339
动力新科,SH600841,6.2,0.02,0.32%,2.14%,329900.0,2044105.0,0.07%,-26.553,2.065%,10115521538
南都物业,SH603506,12.64,-0.05,-0.39%,2.18%,329300.0,4166983.0,0.18%,13.941,2.743%,2373511127
思瑞浦,SH688536,263.81,9.79,3.85%,-4.21%,327957.0,85272363.0,0.5%,77.37,0.155%,31708768787
拓新药业,SZ301089,75.73,0.19,0.25%,5.18%,327910.0,24855323.0,0.42%,87.258,0.132%,9538200000
欧亚集团,SH600697,12.58,0.04,0.32%,-10.01%,327800.0,4119104.0,0.21%,-20.381,3.187%,2001327984
兴通股份,SH603209,33.94,0.58,1.74%,-6.55%,327700.0,11110248.0,0.66%,33.023,0.441%,6788000000
密尔克卫,SH603713,122.48,3.3,2.77%,4.99%,327125.0,39810295.0,0.2%,33.157,0.318%,20133836341
麦澜德,SH688273,36.06,0.86,2.44%,10.61%,327087.0,11706014.0,1.46%,25.91,1.389%,3606000000
南京聚隆,SZ300644,14.35,0.17,1.2%,3.91%,327050.0,4685792.0,0.38%,52.269,1.399%,1548286932
晋拓股份,SH603211,13.15,0.04,0.31%,4.7%,326400.0,4284952.0,0.48%,44.16,0,3574275200
长江通信,SH600345,16.31,0.16,0.99%,5.16%,326200.0,5299881.0,0.16%,22.569,0.307%,3229380000
华翔股份,SH603112,12.13,0.0,0%,4.12%,325100.0,3939842.0,0.21%,16.764,1.868%,5302832690
精进电动-UW,SH688280,8.18,0.1,1.24%,3.54%,324190.0,2640752.0,0.07%,-11.258,0,4828013236
家联科技,SZ301193,36.68,0.07,0.19%,10.78%,323800.0,11847086.0,0.57%,26.379,0.548%,4402800000
通用电梯,SZ300931,6.75,0.08,1.2%,2.43%,323700.0,2180090.0,0.31%,58.737,1.486%,1620985500
骏亚科技,SH603386,10.69,0.1,0.94%,4.5%,323420.0,3456567.0,0.1%,23.939,2.668%,3488388166
宇邦新材,SZ301266,84.63,0.84,1%,11.94%,322687.0,27215397.0,1.24%,95.778,0,8801520000
长华集团,SH605018,10.63,0.02,0.19%,3.81%,320700.0,3403391.0,0.34%,45.999,4.028%,5012101902
国光股份,SZ002749,9.13,0.13,1.44%,2.93%,320555.0,2909620.0,0.08%,21.885,2.412%,3975773383
芯瑞达,SZ002983,18.22,0.04,0.22%,5.81%,320400.0,5818955.0,0.61%,31.987,1.099%,3355832480
日辰股份,SH603755,40.59,1.0,2.53%,0.79%,319800.0,12765647.0,0.32%,60.551,0.75%,4002729312
景津装备,SH603279,31.12,-0.12,-0.38%,5.56%,319796.0,9999280.0,0.06%,22.854,1.83%,17946378072
迪贝电气,SH603320,13.33,0.07,0.53%,13.83%,319400.0,4268703.0,0.25%,36.293,1.503%,1733182756
宇新股份,SZ002986,21.69,-0.01,-0.05%,-0.23%,319200.0,6876087.0,0.21%,14.41,0.325%,4948603866
浪莎股份,SH600137,14.97,0.29,1.98%,2.04%,318800.0,4743931.0,0.33%,103.332,1.14%,1455347292
咸亨国际,SH605056,12.88,0.33,2.63%,5.49%,318600.0,4046396.0,0.2%,27.269,2.685%,5289043200
熵基科技,SZ301330,34.47,0.78,2.32%,6.95%,318200.0,10940059.0,0.96%,28.96,0,5120005918
八方股份,SH603489,115.11,4.51,4.08%,7.59%,317700.0,36207048.0,0.26%,21.458,1.737%,13847403210
普蕊斯,SZ301257,61.47,2.82,4.81%,28.28%,317700.0,19241740.0,2.12%,72.028,0,3748133250
科新发展,SH600234,6.91,0.05,0.73%,-0.86%,317400.0,2184549.0,0.16%,1073.3,0,1814019923
冠盛股份,SH605088,18.26,-0.08,-0.44%,6.29%,317400.0,5784692.0,0.41%,15.732,1.643%,3027416700
昊华科技,SH600378,43.57,0.65,1.51%,1.54%,316799.0,13793420.0,0.04%,39.536,0.67%,39712913771
哈森股份,SH603958,6.38,0.08,1.27%,-1.09%,316000.0,2003083.0,0.14%,-12.733,0,1412276800
敏芯股份,SH688286,58.53,1.8,3.17%,18.72%,315235.0,18385235.0,0.9%,-201.73,0.127%,3136776868
狄耐克,SZ300884,10.19,0.13,1.29%,3.77%,314600.0,3193620.0,0.22%,29.112,1.401%,2567880000
好利科技,SZ002729,24.99,0.04,0.16%,-1.34%,314228.0,7818659.0,0.18%,157.761,0.08%,4572418301
明志科技,SH688355,35.19,0.29,0.83%,3.71%,314006.0,10959225.0,0.83%,52.398,1.146%,4362014174
联动科技,SZ301369,97.26,2.34,2.47%,7.89%,313900.0,30365629.0,2.71%,29.05,0,4512881410
XD豪悦护,SH605009,50.94,0.16,0.32%,-0.83%,313447.0,15861537.0,0.61%,19.969,2.981%,7907260782
华亚智能,SZ003043,63.51,0.67,1.07%,4.13%,313400.0,19858903.0,1.1%,34.334,0.47%,5078400000
大业股份,SH603278,7.15,0.04,0.56%,3.92%,312300.0,2230673.0,0.11%,-15.032,0,2072157066
左江科技,SZ300799,126.87,4.71,3.86%,-2.68%,312050.0,39063490.0,0.47%,-134.604,0.008%,12948352200
福鞍股份,SH603315,18.42,0.21,1.15%,7.72%,312000.0,5740763.0,0.1%,95.813,0,5655423783
嘉益股份,SZ301004,34.99,-0.11,-0.31%,17.49%,311600.0,10880460.0,1.24%,19.153,0.838%,3603744000
国邦医药,SH605507,27.88,0.26,0.94%,5.33%,311400.0,8659765.0,0.17%,17.135,2.518%,15579999180
ST时万,SH600241,9.6,0.07,0.73%,-1.64%,311400.0,2986895.0,0.11%,-360.775,0,2825300304
杭州园林,SZ300649,19.25,0.05,0.26%,4.28%,311300.0,5981805.0,0.3%,74.044,0.312%,2549019723
金太阳,SZ300606,12.12,0.06,0.5%,3.24%,310950.0,3771903.0,0.27%,28.27,1.913%,1699761131
华菱精工,SH603356,14.04,0.08,0.57%,4.78%,310600.0,4345640.0,0.23%,130.665,0,1872093600
华盛昌,SZ002980,32.58,0.36,1.12%,-9.45%,310154.0,10050749.0,0.93%,38.075,3.393%,4342668838
高盟新材,SZ300200,7.41,0.07,0.95%,6.01%,309600.0,2288771.0,0.07%,25.826,2.03%,3152887073
华利集团,SZ300979,67.31,-0.01,-0.01%,17.86%,309600.0,20696387.0,0.21%,24.426,1.64%,78562440000
长春一东,SH600148,14.02,-0.01,-0.07%,3.24%,309500.0,4354920.0,0.22%,640.047,0.62%,1984060629
汉仪股份,SZ301270,32.1,0.72,2.29%,6.29%,308200.0,9840433.0,1.62%,46.621,0,3210000000
德固特,SZ300950,18.09,0.02,0.11%,3.91%,307651.0,5556860.0,0.51%,39.614,0.371%,2712000000
上海物贸,SH600822,7.81,0.05,0.64%,-5.45%,307400.0,2397681.0,0.08%,160.519,0,3873548458
永信至诚,SH688244,57.27,3.52,6.55%,5.08%,306733.0,17452123.0,3.22%,44.514,0,2682028723
联诚精密,SZ002921,13.57,0.17,1.27%,3.75%,306010.0,4133329.0,0.28%,44.558,2.587%,1787075163
瑞凌股份,SZ300154,5.74,0.01,0.17%,2.5%,305900.0,1754131.0,0.1%,25.817,3.49%,2617952000
海锅股份,SZ301063,34.19,0.69,2.06%,0.5%,304800.0,10369793.0,0.74%,31.908,0.438%,2877638400
斯瑞新材,SH688102,15.85,0.22,1.41%,-3.88%,304743.0,4810176.0,0.88%,81.909,0.505%,6340158500
*ST泽达,SH688555,3.81,0.03,0.79%,-1.04%,304731.0,1160338.0,0.73%,-7.993,0,316649100
ST围海,SZ002586,4.54,0.03,0.67%,-3.81%,304700.0,1380409.0,0.03%,-56.338,0,5194775662
锐新科技,SZ300828,14.64,0.13,0.9%,6.78%,304400.0,4443179.0,0.36%,24.36,1.819%,2427117000
春晖智控,SZ300943,12.44,0.18,1.47%,3.07%,304230.0,3768285.0,0.31%,40.226,0.587%,2535520800
麒麟信安,SH688152,192.5,9.44,5.16%,12.64%,304125.0,57937299.0,2.69%,71.901,0,10172609370
宇通重工,SH600817,9.11,0.1,1.11%,2.36%,304100.0,2768206.0,0.16%,16.904,3.806%,4975700137
三星新材,SH603578,12.69,-0.01,-0.08%,2.01%,304000.0,3862936.0,0.17%,21.399,1.34%,2288730736
欣天科技,SZ300615,11.56,0.05,0.43%,2.85%,303330.0,3499122.0,0.24%,60.545,0.433%,2195789632
朗特智能,SZ300916,46.76,0.47,1.02%,8.74%,302800.0,14162975.0,1.16%,25.598,0.425%,4479841800
明月镜片,SZ301101,65.48,0.27,0.41%,3.9%,302458.0,19735935.0,0.61%,76.611,0.816%,8812795840
安利股份,SZ300218,10.4,0.14,1.36%,4%,301700.0,3121512.0,0.14%,10.364,2.023%,2256664800
青达环保,SH688501,27.35,0.47,1.75%,5.8%,301589.0,8171108.0,0.49%,45.694,0.657%,2589224500
时代出版,SH600551,10.2,0.11,1.09%,0.2%,301500.0,3056037.0,0.06%,16.467,1.611%,4940116744
键凯科技,SH688356,172.93,7.07,4.26%,10.46%,301023.0,51415039.0,0.83%,52.494,0.505%,10425603840
派克新材,SH605123,133.24,1.25,0.95%,0.26%,300900.0,40200725.0,0.73%,36.554,0.191%,16144809650
四通股份,SH603838,5.73,0.03,0.53%,-1.38%,300600.0,1726838.0,0.11%,-107.029,0.697%,1833691680
沪宁股份,SZ300669,8.28,0.12,1.47%,3.11%,300600.0,2481453.0,0.17%,31.52,1.848%,1597528811
招商港口,SZ001872,14.63,0.08,0.55%,1.88%,300256.0,4396430.0,0.02%,12.184,2.259%,36586453037
中亚股份,SZ300512,7.21,0.05,0.7%,4.95%,299550.0,2155745.0,0.09%,31.89,0.181%,2963145973
厦钨新能,SH688778,83.13,-0.22,-0.26%,7.02%,299481.0,25006374.0,0.32%,24.581,0.501%,24984780938
瑞可达,SH688800,97.76,-0.43,-0.44%,-8.36%,299438.0,29375990.0,0.42%,46.173,0.311%,11062233404
震安科技,SZ300767,52.1,0.81,1.58%,11.44%,299260.0,15507450.0,0.15%,146.544,0.142%,12880575101
凯淳股份,SZ301001,20.82,0.16,0.77%,-2.16%,299200.0,6211934.0,0.87%,-159.078,0.602%,1665600000
中持股份,SH603903,8.95,0.04,0.45%,-1%,297500.0,2663116.0,0.15%,16.037,2.156%,2285109346
和达科技,SH688296,30.0,-0.1,-0.33%,15.96%,296602.0,8777109.0,0.51%,31.935,0.937%,3221794800
荣昌生物,SH688331,90.68,1.72,1.93%,17.02%,295369.0,26537266.0,0.68%,179.61,0,49353769112
协创数据,SZ300857,19.73,0.34,1.75%,2.6%,294675.0,5787983.0,0.21%,29.486,0.354%,4075385039
上海凤凰,SH600679,8.63,0.04,0.47%,0.23%,294100.0,2533313.0,0.1%,55.084,0.708%,4446989438
亚康股份,SZ301085,29.47,0.65,2.26%,5.78%,293000.0,8594100.0,0.92%,31.455,4.227%,2358400000
乐鑫科技,SH688018,100.02,3.62,3.76%,10.95%,292371.0,28957718.0,0.36%,59.805,1.593%,8048537886
快意电梯,SZ002774,6.55,0.03,0.46%,2.34%,291600.0,1910133.0,0.1%,34.708,10.671%,2205305745
新余国科,SZ300722,26.58,0.18,0.68%,3.95%,289930.0,7717356.0,0.15%,72.231,0.583%,5108463360
晨光新材,SH605399,34.75,0.32,0.93%,7.59%,289700.0,10045084.0,0.34%,10.505,1.105%,8348791750
艾华集团,SH603989,26.27,0.51,1.98%,2.3%,289327.0,7541552.0,0.07%,22.402,1.139%,10529545918
瑞丰高材,SZ300243,8.05,0.1,1.26%,4.14%,289253.0,2324099.0,0.15%,29.024,1.493%,1867893040
维远股份,SH600955,21.51,0.17,0.8%,3.56%,289000.0,6200225.0,0.08%,14.456,1.82%,11830500000
中胤时尚,SZ300901,8.92,0.04,0.45%,-2.73%,288667.0,2574253.0,0.24%,32.133,0.559%,2140800000
世茂能源,SH605028,17.21,0.1,0.58%,2.62%,287500.0,4942439.0,0.72%,14.29,2.907%,2753600000
奥赛康,SZ002755,8.12,0.07,0.87%,2.27%,287400.0,2327476.0,0.03%,-92.989,1.233%,7536662050
长光华芯,SH688048,100.2,2.6,2.66%,3.57%,287258.0,28595984.0,0.92%,102.123,0.498%,13587115591
先锋电子,SZ002767,12.23,0.08,0.66%,8.42%,287200.0,3507691.0,0.22%,55.726,0.22%,1833000000
中亦科技,SZ301208,62.3,2.58,4.32%,22.32%,286800.0,17652114.0,1.72%,31.939,0.574%,4142668738
华蓝集团,SZ301027,13.88,0.15,1.09%,2.81%,286600.0,3954078.0,0.28%,23.215,1.164%,2040360000
三达膜,SH688101,13.4,0.19,1.44%,3.63%,286561.0,3816915.0,0.09%,19.505,1.724%,4473992000
中复神鹰,SH688295,45.25,0.45,1%,4.82%,286488.0,12968642.0,0.39%,80.989,0,40725000000
ST通葡,SH600365,4.16,0.01,0.24%,0.97%,286000.0,1186092.0,0.07%,-1013.796,0,1769664000
坚朗五金,SZ002791,111.62,0.58,0.52%,7.38%,285900.0,31516478.0,0.18%,189.75,0.314%,35890294800
晨化股份,SZ300610,13.19,0.08,0.61%,5.18%,285900.0,3760679.0,0.18%,18.97,2.656%,2807847630
诚达药业,SZ301201,53.56,1.36,2.61%,5.43%,285195.0,15187527.0,1.23%,42.491,0.843%,5179045258
百龙创园,SH605016,24.6,0.01,0.04%,13.52%,285100.0,6999498.0,0.32%,29.657,0.249%,4366992000
维尔利,SZ300190,4.18,0.02,0.48%,0.72%,284100.0,1185103.0,0.04%,57.058,2.392%,3267039959
紫天科技,SZ300280,16.55,0.08,0.49%,1.16%,283600.0,4679754.0,0.18%,30.447,0.061%,2683808721
会通股份,SH688219,9.22,0.05,0.55%,9.63%,283535.0,2612530.0,0.1%,76.268,0.163%,4234595087
英搏尔,SZ300681,42.28,0.13,0.31%,6.74%,282870.0,11931545.0,0.3%,113.62,0.064%,7079798853
东鹏饮料,SH605499,186.69,2.71,1.47%,4.94%,282854.0,53025355.0,0.37%,55.05,0.802%,74677866900
诺唯赞,SH688105,59.0,0.75,1.29%,11.03%,282806.0,16672462.0,0.17%,26.89,0.507%,23600590000
ST步森,SZ002569,6.61,-0.02,-0.3%,2.32%,282500.0,1863734.0,0.2%,-11.819,0,950466000
当虹科技,SH688039,37.29,1.29,3.58%,-0.98%,282347.0,10435474.0,0.48%,448.792,0.672%,2995002285
振华风光,SH688439,110.3,3.37,3.15%,-7.22%,282124.0,30913208.0,0.66%,89.156,0,22060000000
浙江力诺,SZ300838,16.8,0.04,0.24%,1.63%,282100.0,4726498.0,0.54%,25.255,1.196%,2290512000
国机通用,SH600444,12.79,0.08,0.63%,0.31%,282100.0,3604962.0,0.19%,32.757,1.018%,1872736510
恒锋工具,SZ300488,23.88,0.1,0.42%,8.35%,281900.0,6689405.0,0.21%,25.743,0.759%,3956421230
昊海生科,SH688366,109.7,3.02,2.83%,12.47%,281262.0,30539941.0,0.48%,93.65,0.648%,19102061000
安孚科技,SH603031,44.86,0.05,0.11%,-3.84%,281200.0,12665515.0,0.25%,111.046,0,5024320000
联盛化学,SZ301212,35.42,0.29,0.83%,6.59%,281000.0,9908827.0,1.03%,23.762,0.581%,3827520000
德尔股份,SZ300473,15.61,-0.04,-0.26%,4.98%,280700.0,4393061.0,0.21%,-48.858,0.288%,2349992933
兴业股份,SH603928,11.04,0.07,0.64%,4.05%,280400.0,3089397.0,0.14%,16.861,9.066%,2225664000
大地熊,SH688077,52.79,0.44,0.84%,6.32%,279906.0,14711998.0,0.62%,22.681,1.243%,4264270620
崧盛股份,SZ301002,21.79,0.44,2.06%,-3.16%,279300.0,6039428.0,0.49%,26.185,0.708%,2677468040
天山电子,SZ301379,26.76,0.02,0.07%,4.53%,279005.0,7428896.0,1.15%,23.027,0,2709831600
杭可科技,SH688006,46.57,0.47,1.02%,6.4%,278846.0,12860501.0,0.07%,50.095,0.492%,18867043810
