股票名称,股票代码,当前价,涨跌额,涨跌幅,年初至今,成交量,成交额,换手率,市盈率(TTM),股息率,市值
诚邦股份,SH603316,6.18,0.01,0.16%,8.42%,3077600.0,19093685.0,1.16%,156.002,0.243%,1633151520
内蒙一机,SH600967,8.31,0.05,0.61%,0.61%,3075852.0,25447590.0,0.18%,17.204,2.106%,14162332599
顺鑫农业,SZ000860,32.18,0.52,1.64%,7.91%,3074600.0,98105293.0,0.41%,-97.06,0.078%,23870061706
中国中免,SH601888,232.5,4.0,1.75%,7.62%,3072793.0,710999210.0,0.16%,83.031,0.61%,481009727730
海能达,SZ002583,5.4,0.09,1.69%,5.68%,3070655.0,16478090.0,0.25%,-49.457,0,9806830331
再升科技,SH603601,5.56,0.11,2.02%,5.3%,3069484.0,16915293.0,0.3%,27.654,1.351%,5672634825
祥源文旅,SH600576,6.97,0.01,0.14%,-12.66%,3062275.0,21301417.0,0.49%,591.132,0,7439249716
光明乳业,SH600597,10.72,0.15,1.42%,-0.37%,3062020.0,32595762.0,0.24%,28.573,1.5%,14779030051
达华智能,SZ002512,3.58,-0.01,-0.28%,3.47%,3061702.0,10949834.0,0.29%,-10.269,0,4118069370
威海广泰,SZ002111,10.07,0.09,0.9%,1%,3061700.0,30918554.0,0.64%,-34.583,2.979%,5387503010
湘电股份,SH600416,17.73,0.02,0.11%,-5.69%,3058300.0,54589057.0,0.32%,121.932,0,23499456270
华东数控,SZ002248,9.62,0.01,0.1%,2.78%,3052100.0,29356875.0,0.99%,181.518,0,2955032716
长亮科技,SZ300348,10.66,0.25,2.4%,4.72%,3049765.0,32363063.0,0.5%,68.69,0.319%,7782857420
杉杉股份,SH600884,18.54,-0.01,-0.05%,1.87%,3048442.0,56353416.0,0.17%,15.136,1.683%,41974066057
戴维医疗,SZ300314,15.53,0.36,2.37%,19.65%,3045160.0,46817244.0,1.61%,50.506,0.641%,4472640000
汉森制药,SZ002412,6.2,0.05,0.81%,1.14%,3040570.0,18812243.0,0.62%,20.636,0,3119840000
盛屯矿业,SH600711,5.97,0.03,0.51%,1.36%,3035500.0,18102755.0,0.11%,59.842,0.57%,18752983582
昂立教育,SH600661,10.99,0.03,0.27%,1.2%,3033867.0,33220059.0,1.06%,-16.322,0,3149171642
科达制造,SH600499,14.75,0.04,0.27%,3.8%,3031500.0,44743943.0,0.19%,7.468,1.179%,28739193953
东华能源,SZ002221,8.37,0.14,1.7%,9.7%,3028067.0,25195768.0,0.21%,47.588,2.699%,13192189410
集泰股份,SZ002909,9.49,0.0,0%,7.35%,3027953.0,28698697.0,0.84%,111.29,0.528%,3537420769
航天长峰,SH600855,12.07,0.31,2.64%,-1.87%,3027500.0,36312285.0,0.86%,849.426,0.658%,5436651488
美亚柏科,SZ300188,13.5,0.37,2.82%,4.98%,3022500.0,40639617.0,0.42%,166.867,0.834%,11628728004
宝丰能源,SH600989,12.71,0.04,0.32%,5.3%,3022412.0,38338557.0,0.04%,13.072,3.302%,93207005600
北方华创,SZ002371,231.64,4.53,1.99%,2.81%,3018039.0,693464534.0,0.57%,58.401,0.088%,122491375826
宜通世纪,SZ300310,3.56,0.03,0.85%,2.01%,3012400.0,10722085.0,0.44%,102.111,0,3138704370
ST熊猫,SH600599,13.92,0.66,4.98%,-0.5%,2995813.0,41145778.0,1.8%,28.67,0,2310720000
天洋新材,SH603330,14.41,0.15,1.05%,8.43%,2985153.0,43058133.0,0.9%,94.803,0.686%,4796020988
京运通,SH601908,6.83,0.0,0%,3.96%,2981600.0,20342874.0,0.12%,17.273,0.876%,16491737541
今世缘,SH603369,59.41,0.7,1.19%,16.72%,2980533.0,175704078.0,0.24%,30.902,0.997%,74529845000
赢时胜,SZ300377,8.9,0.15,1.71%,8.4%,2975100.0,26440252.0,0.45%,108.922,1.121%,6692880863
海南海药,SZ000566,4.28,0.04,0.94%,0.23%,2973428.0,12657122.0,0.26%,-4.887,0,5552722739
东方智造,SZ002175,3.49,0.02,0.58%,-2.51%,2970500.0,10332021.0,0.23%,7.773,0,4468732545
雅博股份,SZ002323,3.1,-0.01,-0.32%,-3.73%,2969652.0,9194209.0,0.14%,-7.281,0,6574650940
风范股份,SH601700,5.5,0.02,0.36%,7.63%,2965300.0,16255017.0,0.26%,128.984,0.912%,6280112850
芒果超媒,SZ300413,31.91,0.02,0.06%,6.3%,2965100.0,93943095.0,0.29%,33.03,0.409%,59694701207
佳创视讯,SZ300264,5.99,0.06,1.01%,-0.66%,2965100.0,17696799.0,0.83%,-24.767,0,2474469000
杭齿前进,SH601177,8.32,0.27,3.35%,1.84%,2961244.0,24660972.0,0.74%,23.244,0.263%,3328499200
雅戈尔,SH600177,6.45,0.03,0.47%,1.9%,2960016.0,19112341.0,0.06%,5.397,7.752%,29856424176
东方电气,SH600875,21.96,-0.1,-0.45%,4.47%,2955600.0,65269691.0,0.15%,23.443,1.043%,68489019222
北京文化,SZ000802,4.62,0.04,0.87%,-14.6%,2951172.0,13565972.0,0.41%,-22.645,0,3300300176
拓邦股份,SZ002139,11.1,0.12,1.09%,7.04%,2951100.0,32612854.0,0.28%,30.752,0.451%,14104537983
科蓝软件,SZ300663,13.59,0.24,1.8%,3.9%,2950985.0,40065607.0,0.77%,164.282,0,6285626811
电科数字,SH600850,21.15,0.92,4.55%,5.33%,2948635.0,61433465.0,0.53%,43.413,1.125%,14489322418
广宇发展,SZ000537,13.93,0.0,0%,5.29%,2946090.0,40818034.0,0.16%,-28.893,0.716%,25944913630
中泰化学,SZ002092,7.23,0.02,0.28%,-3.08%,2943500.0,21271237.0,0.12%,13.497,1.644%,18829933303
申通快递,SZ002468,10.07,0.09,0.9%,-2.52%,2940599.0,29527543.0,0.2%,-33.178,0,15415177812
中铁特货,SZ001213,4.31,0.0,0%,-0.23%,2933900.0,12674863.0,0.28%,35.367,0.534%,19155555554
精达股份,SH600577,4.41,0.02,0.46%,4.01%,2931500.0,12940155.0,0.15%,23.224,0.658%,9168967882
浙江东方,SH600120,3.62,0.02,0.56%,1.4%,2929100.0,10599147.0,0.1%,26.061,1.468%,12363681001
汤臣倍健,SZ300146,24.7,0.34,1.4%,8.24%,2917100.0,71745146.0,0.26%,26.732,2.834%,41997959896
青海春天,SH600381,10.94,0.06,0.55%,-11.13%,2915676.0,31926192.0,0.5%,-24.193,0,6422444507
海南矿业,SH601969,7.21,-0.01,-0.14%,-2.7%,2913888.0,20954895.0,0.14%,29.667,0,14668721416
九典制药,SZ300705,26.85,1.46,5.75%,10.49%,2913191.0,76871606.0,1.36%,37.7,0.668%,9194120246
浔兴股份,SZ002098,6.34,0.04,0.63%,-1.25%,2911957.0,18551171.0,0.81%,28.931,0,2269720000
盘江股份,SH600395,6.83,-0.01,-0.15%,1.64%,2911700.0,19917003.0,0.14%,7.223,5.848%,14661448026
尚荣医疗,SZ002551,4.64,0.05,1.09%,-0.22%,2911400.0,13493798.0,0.48%,-63.332,0,3928126188
隧道股份,SH600820,5.29,0.04,0.76%,0.38%,2898150.0,15322602.0,0.09%,6.909,4.348%,16632268337
卧龙电驱,SH600580,13.08,0.06,0.46%,4.98%,2894993.0,37705348.0,0.22%,15.601,1.147%,17196264568
华纺股份,SH600448,3.18,0.01,0.32%,0.32%,2889100.0,9202594.0,0.46%,-30.886,0,2002826525
深康佳A,SZ000016,4.67,0.01,0.21%,3.55%,2888843.0,13494910.0,0.18%,9.613,1.071%,11245105055
酒鬼酒,SZ000799,150.54,3.86,2.63%,9.13%,2885864.0,432311390.0,0.89%,42.646,0.867%,48918057939
中船科技,SH600072,12.15,0.14,1.17%,2.1%,2885699.0,35131520.0,0.39%,158.22,0.493%,8945436078
亚辉龙,SH688575,20.5,0.52,2.6%,4.33%,2882265.0,58845503.0,1.08%,12.593,1.395%,11623500000
华致酒行,SZ300755,34.2,0.84,2.52%,10.79%,2881830.0,97583330.0,0.7%,31.754,0.97%,14267009232
太极集团,SH600129,32.96,1.25,3.94%,9.65%,2868496.0,93613986.0,0.52%,-33.81,0,18355118922
天津港,SH600717,4.07,0.01,0.25%,-0.73%,2864941.0,11690837.0,0.1%,11.22,2.475%,11778584225
天禾股份,SZ002999,9.21,0.02,0.22%,-7.99%,2859000.0,26225494.0,1.31%,30.514,1.089%,3204798240
杭州银行,SH600926,13.53,-0.02,-0.15%,3.44%,2854109.0,38569364.0,0.06%,6.977,2.589%,80236665900
康泰医学,SZ300869,29.04,0.84,2.98%,-10.84%,2831837.0,81328674.0,1.77%,48.943,1.035%,11668179072
方大炭素,SH600516,6.28,0.02,0.32%,2.61%,2818442.0,17669680.0,0.07%,35.258,0,23901493911
银邦股份,SZ300337,8.37,0.04,0.48%,7.86%,2814800.0,23580034.0,0.39%,80.592,0.238%,6871251200
工业富联,SH601138,9.42,-0.01,-0.11%,2.61%,2814209.0,26549174.0,0.01%,8.995,5.302%,187077365052
天顺风能,SZ002531,15.57,0.03,0.19%,2.91%,2813513.0,43731008.0,0.16%,42.349,0.511%,28047041005
宇通客车,SH600066,7.82,-0.01,-0.13%,4.13%,2811700.0,22034318.0,0.13%,35.799,6.386%,17313004724
国药股份,SH600511,30.86,0.64,2.12%,10.61%,2808948.0,86298878.0,0.51%,12.362,2.27%,23283962518
凯中精密,SZ002823,10.39,0.03,0.29%,13.55%,2808100.0,29128719.0,1.77%,80.349,0.096%,2983013760
德展健康,SZ000813,3.59,-0.01,-0.28%,-3.23%,2807812.0,10089495.0,0.12%,-69.133,0,7970492181
栖霞建设,SH600533,3.7,0.0,0%,-3.39%,2799400.0,10332200.0,0.27%,16.809,3.252%,3885000000
生意宝,SZ002095,21.68,0.0,0%,-21.16%,2784694.0,60496126.0,1.11%,233.902,0,5481496800
蔚蓝锂芯,SZ002245,14.91,-0.03,-0.2%,0.2%,2783400.0,41559253.0,0.29%,30.205,0.422%,17165493401
奥翔药业,SH603229,28.36,0.27,0.96%,19.16%,2783319.0,79067198.0,0.69%,53.546,0.257%,11396939725
百润股份,SZ002568,39.54,0.31,0.79%,5.84%,2778950.0,109235760.0,0.39%,101.96,0.903%,41533826220
金字火腿,SZ002515,4.34,0.03,0.7%,-9.77%,2776800.0,12014899.0,0.31%,109.516,0.461%,4245879635
阳光电源,SZ300274,120.78,0.46,0.38%,8.03%,2773923.0,333531307.0,0.25%,83.91,0.091%,179381367048
水井坊,SH600779,88.18,2.38,2.77%,4.45%,2772865.0,242050483.0,0.57%,34.388,0.856%,43063708076
宇顺电子,SZ002289,8.56,-0.01,-0.12%,24.06%,2770800.0,23746374.0,1.04%,-95.173,0,2390564342
华孚时尚,SZ002042,3.05,0.02,0.66%,0%,2767800.0,8417916.0,0.16%,12.206,12.131%,5187078133
中华企业,SH600675,2.9,-0.01,-0.34%,-5.84%,2760100.0,8014810.0,0.05%,-25.826,1.828%,17678792231
花园生物,SZ300401,14.85,0.32,2.2%,3.2%,2746400.0,40451548.0,0.5%,17.725,1.269%,8176952146
川投能源,SH600674,12.38,0.06,0.49%,1.23%,2742166.0,34010802.0,0.06%,17.127,3.191%,55221995516
海量数据,SH603138,22.94,0.68,3.05%,11.63%,2737471.0,62484914.0,0.98%,-113.154,0.113%,6495300191
苏宁环球,SZ000718,3.11,-0.01,-0.32%,-5.76%,2737233.0,8527357.0,0.12%,24.267,2.251%,9407372790
真视通,SZ002771,11.85,0.23,1.98%,-7.42%,2733270.0,32137554.0,1.6%,194.801,0.11%,2489899867
富安娜,SZ002327,7.5,0.1,1.35%,6.08%,2732800.0,20417166.0,0.56%,11.186,8.021%,6220942703
ST凯撒,SZ000796,5.8,0.05,0.87%,-7.64%,2731701.0,15841312.0,0.34%,-6.685,0,4657401496
中顺洁柔,SZ002511,13.76,0.02,0.15%,0.15%,2728740.0,37316550.0,0.21%,48.737,0.731%,18090434712
恒银科技,SH603106,5.67,0.16,2.9%,10.1%,2724400.0,15396263.0,0.52%,-35.874,0,2951348400
天瑞仪器,SZ300165,4.68,0.03,0.65%,-2.9%,2723800.0,12728599.0,0.69%,-16.417,0,2323949990
彩虹股份,SH600707,4.23,0.02,0.48%,2.17%,2718600.0,11480750.0,0.08%,-5.176,0,15178888566
香江控股,SH600162,1.8,0.01,0.56%,-3.74%,2717000.0,4890736.0,0.08%,53.989,7.374%,5883188620
银江技术,SZ300020,6.72,0.12,1.82%,6.5%,2713397.0,18145717.0,0.43%,60.485,0.519%,4406902658
广州浪奇,SZ000523,3.45,0.03,0.88%,-10.16%,2712320.0,9313938.0,0.2%,3.623,0,5562849462
连云港,SH601008,4.46,0.0,0%,-8.42%,2702800.0,12067199.0,0.22%,33.907,0.674%,5533245507
芯朋微,SH688508,82.16,9.61,13.25%,26.77%,2698953.0,216158570.0,3.77%,61.615,0.722%,9310318618
四方股份,SH601126,15.47,0.18,1.18%,5.96%,2697097.0,41598848.0,0.33%,24.852,3.226%,12579770840
西部黄金,SH601069,12.34,0.24,1.98%,3.78%,2696300.0,33296500.0,0.42%,71.376,0.194%,11388012573
宇信科技,SZ300674,14.71,0.35,2.44%,4.7%,2691460.0,39378082.0,0.38%,29.647,1.359%,10453049489
赛科希德,SH688338,46.45,4.65,11.12%,40.8%,2690655.0,121502326.0,5.49%,35.086,0.536%,3792549600
华帝股份,SZ002035,6.0,-0.03,-0.5%,8.3%,2680800.0,16057813.0,0.35%,24.176,1.675%,5085921708
奥飞数据,SZ300738,9.57,0.23,2.46%,8.63%,2679509.0,25500446.0,0.39%,49.976,0.261%,6612684055
华微电子,SH600360,6.75,0.06,0.9%,2.43%,2678300.0,18012570.0,0.28%,71.279,0.548%,6481993302
天房发展,SH600322,2.17,-0.01,-0.46%,-3.98%,2675800.0,5821865.0,0.24%,-1.45,0,2399369000
亚太药业,SZ002370,4.93,0.05,1.02%,0.2%,2670900.0,13079683.0,0.5%,-12.207,0,2640499838
君实生物-U,SH688180,67.36,-0.14,-0.21%,7.6%,2669268.0,178791148.0,0.62%,-34.491,0,66206233670
中天精装,SZ002989,18.25,0.25,1.39%,5.61%,2668422.0,48515887.0,2.91%,89.596,2.761%,3323119099
天合光能,SH688599,70.85,0.05,0.07%,11.12%,2662898.0,188432822.0,0.2%,50.39,0.324%,153696695592
英联股份,SZ002846,10.1,0.17,1.71%,6.2%,2660300.0,26856864.0,1.19%,-120.915,0,3216051898
亚翔集成,SH603929,14.26,-0.06,-0.42%,12.46%,2645700.0,37673568.0,1.24%,41.105,0.697%,3042513600
宝新能源,SZ000690,6.37,-0.01,-0.16%,-2%,2643600.0,16879801.0,0.12%,71.482,0.786%,13860405681
兄弟科技,SZ002562,4.93,0.02,0.41%,4.89%,2642409.0,12961885.0,0.38%,17.445,0,5240134996
长沙银行,SH601577,6.97,0.05,0.72%,3.11%,2642300.0,18397511.0,0.13%,4.231,5.029%,28030229665
千红制药,SZ002550,6.34,0.02,0.32%,1.28%,2640600.0,16701349.0,0.29%,31.261,1.89%,8101134000
金石亚药,SZ300434,12.63,0.15,1.2%,-7.2%,2637100.0,33223963.0,0.79%,54.828,0,5074025103
苏盐井神,SH603299,10.46,0.08,0.77%,4.91%,2636600.0,27571399.0,0.34%,10.265,1.434%,8181904770
苏州高新,SH600736,4.73,0.0,0%,1.07%,2635089.0,12414306.0,0.23%,18.157,1.486%,5445615450
中国通号,SH688009,4.72,0.04,0.85%,-1.46%,2628055.0,12349390.0,0.13%,14.388,3.609%,49983945680
海天味业,SH603288,84.41,2.1,2.55%,6.04%,2627522.0,219743904.0,0.06%,59.001,0.82%,391141909961
太钢不锈,SZ000825,4.37,0.02,0.46%,1.16%,2625434.0,11450416.0,0.05%,47.516,14.691%,24990289591
长源电力,SZ000966,4.73,0.0,0%,2.16%,2623300.0,12424676.0,0.2%,-280.98,0,13004320016
亚泰集团,SH600881,2.32,-0.01,-0.43%,-3.33%,2620750.0,6070109.0,0.08%,-3.335,0,7537479524
苏垦农发,SH601952,12.05,0.13,1.09%,1.77%,2620523.0,31517478.0,0.19%,20.872,1.993%,16604900000
襄阳轴承,SZ000678,6.03,-0.02,-0.33%,6.73%,2619248.0,15794530.0,0.57%,-21.911,0,2771459136
万马股份,SZ002276,8.67,-0.02,-0.23%,5.09%,2618400.0,22780390.0,0.25%,21.449,0.425%,8977690480
澜起科技,SH688008,61.41,-0.09,-0.15%,-1.9%,2615824.0,160161830.0,0.23%,52.926,0.486%,69643130066
通鼎互联,SZ002491,4.67,0.02,0.43%,2.86%,2613100.0,12186566.0,0.22%,-10.472,0,5744074315
长春高新,SZ000661,210.74,8.64,4.28%,26.61%,2610486.0,545334640.0,0.65%,20.957,0.384%,85290753915
珠海港,SZ000507,5.67,0.01,0.18%,1.07%,2610300.0,14856853.0,0.29%,13.885,2.116%,5214896855
飞马国际,SZ002210,2.3,0.01,0.44%,-1.29%,2609396.0,6004158.0,0.1%,957.57,0,6120835380
山鹰国际,SH600567,2.45,0.01,0.41%,-1.21%,2605200.0,6380637.0,0.06%,42.703,4.49%,11309638428
横河精密,SZ300539,10.84,0.58,5.65%,8.08%,2604197.0,27870228.0,1.53%,97.452,0.724%,2407806599
电投产融,SZ000958,4.3,0.02,0.47%,-3.59%,2603700.0,11195678.0,0.05%,16.845,2.791%,23202533821
赣能股份,SZ000899,9.58,0.02,0.21%,-1.94%,2599200.0,24869518.0,0.27%,-116.798,0,9346992941
海南橡胶,SH601118,4.37,0.02,0.46%,-0.23%,2595700.0,11353072.0,0.06%,227.012,0.252%,18701099473
易天股份,SZ300812,20.83,0.01,0.05%,8.94%,2592400.0,53746706.0,3.29%,61.956,0.479%,2912472034
爱建集团,SH600643,5.7,0.02,0.35%,3.26%,2590788.0,14744866.0,0.16%,13.962,3.866%,9244957976
新里程,SZ002219,4.03,0.05,1.26%,2.28%,2589867.0,10342096.0,0.08%,-64.913,0,13154579925
冠豪高新,SH600433,4.08,0.0,0%,0.25%,2582600.0,10524913.0,0.18%,37.783,1.728%,7523875686
宏达股份,SH600331,2.82,0.01,0.36%,-1.74%,2581200.0,7257831.0,0.13%,53.02,0,5730240000
天正电气,SH605066,8.03,0.0,0%,7.64%,2571400.0,20486753.0,1.13%,68.402,0,3220030000
白云山,SH600332,30.23,0.28,0.93%,1.48%,2569525.0,77551788.0,0.18%,12.659,2.272%,49147660388
劲嘉股份,SZ002191,7.62,0.11,1.46%,5.39%,2567406.0,19422380.0,0.18%,14.235,4.611%,11208163131
华神科技,SZ000790,4.62,0.06,1.32%,1.54%,2566202.0,11776347.0,0.41%,50.906,0.218%,2897724130
泰达股份,SZ000652,4.0,0.01,0.25%,-0.74%,2565700.0,10246034.0,0.17%,24.111,0.25%,5902295408
中信重工,SH601608,3.55,0.04,1.14%,1.72%,2565250.0,9049720.0,0.06%,84.363,0.48%,15404938490
德创环保,SH603177,16.11,0.47,3.01%,-2.07%,2554800.0,41206002.0,1.26%,-66.54,0,3343791600
西王食品,SZ000639,4.91,0.08,1.66%,4.25%,2551976.0,12396406.0,0.24%,-82.553,0,5289197666
ST鹏博士,SH600804,3.26,0.03,0.93%,1.24%,2550000.0,8259303.0,0.18%,-2.445,0,5403332334
明泰铝业,SH601677,17.45,0.0,0%,-3.8%,2549796.0,44574136.0,0.26%,9.562,1.142%,16923231231
华通线缆,SH605196,7.24,-0.03,-0.41%,3.72%,2548403.0,18365310.0,0.79%,16.644,0.332%,3702840790
宁波韵升,SH600366,11.07,-0.03,-0.27%,4.93%,2541132.0,28103243.0,0.26%,25.872,0.802%,12313914325
金逸影视,SZ002905,9.73,-0.03,-0.31%,-4.42%,2540100.0,24692740.0,0.73%,-8.365,0,3661593600
恒信东方,SZ300081,6.69,0.09,1.36%,0.3%,2539600.0,16921298.0,0.52%,-6.035,0,4052129294
百利天恒-U,SH688506,54.1,5.65,11.66%,119.03%,2536868.0,127649760.0,7.67%,-60.756,0,21694100000
怡球资源,SH601388,3.4,0.02,0.59%,1.8%,2535900.0,8629570.0,0.13%,15.256,2.353%,7484902616
金力泰,SZ300225,5.39,0.12,2.28%,3.65%,2529800.0,13593350.0,0.53%,-18.939,0,2636816567
凯撒文化,SZ002425,4.79,-0.01,-0.21%,0.84%,2529700.0,12118753.0,0.26%,-19.485,0,4582425666
顺灏股份,SZ002565,4.1,0.0,0%,0.49%,2521150.0,10328298.0,0.24%,-208.147,0,4345954580
中钢天源,SZ002057,10.71,0.01,0.09%,2%,2520895.0,26931148.0,0.34%,23.983,1.3%,8136992159
云鼎科技,SZ000409,7.08,0.12,1.72%,10.45%,2520594.0,17798725.0,0.6%,236.146,0,4702610375
宁德时代,SZ300750,437.5,-2.0,-0.46%,11.2%,2517286.0,1102542382.0,0.12%,41.445,0.149%,1068111601345
中信海直,SZ000099,7.29,0.07,0.97%,0.14%,2516402.0,18323420.0,0.35%,27.459,1.097%,5647606597
软控股份,SZ002073,6.89,0.02,0.29%,12.03%,2516300.0,17389154.0,0.27%,37.605,0,6679900984
天地科技,SH600582,5.2,0.0,0%,0%,2512600.0,13078261.0,0.06%,10.35,3.462%,21520662238
运达股份,SZ300772,15.65,0.02,0.13%,5.25%,2509161.0,39179799.0,0.54%,18.452,0.771%,10987526256
标准股份,SH600302,5.65,0.07,1.25%,-3.58%,2508400.0,14078844.0,0.72%,-19.763,0,1954955393
蒙草生态,SZ300355,3.16,0.0,0%,3.27%,2505400.0,7917358.0,0.19%,23.066,0.854%,5069404976
舍得酒业,SH600702,180.8,5.15,2.93%,13.58%,2499979.0,451456515.0,0.76%,40.813,0.442%,60241833003
东阳光,SH600673,8.74,0.09,1.04%,0.58%,2499794.0,21791432.0,0.08%,20.605,3.082%,26341462044
海王生物,SZ000078,3.31,0.02,0.61%,-0.3%,2498750.0,8225734.0,0.1%,790.989,0,9077749748
航民股份,SH600987,7.36,0.04,0.55%,1.52%,2496970.0,18357044.0,0.26%,11.157,4.087%,7734026802
水晶光电,SZ002273,12.47,0.09,0.73%,5.77%,2493796.0,31067992.0,0.18%,30.473,1.6%,17341183796
甘肃电投,SZ000791,5.1,-0.01,-0.2%,-3.41%,2492000.0,12767052.0,0.18%,25.719,0.667%,8162756728
佳电股份,SZ000922,9.93,-0.05,-0.5%,10.7%,2492000.0,24652180.0,0.43%,22.088,0.808%,5917677326
爱乐达,SZ300696,27.08,0.08,0.3%,2.07%,2491177.0,68153427.0,1.34%,28.27,0.612%,7938677830
天沃科技,SZ002564,5.5,0.02,0.36%,1.1%,2491103.0,13687626.0,0.29%,-6.099,0,4723974624
广州发展,SH600098,5.55,-0.01,-0.18%,0%,2489100.0,13807339.0,0.08%,28.961,1.799%,19669508164
南大光电,SZ300346,30.6,0.12,0.39%,5.34%,2488029.0,76173266.0,0.48%,74.488,0.124%,16648172081
达安基因,SZ002030,15.84,0.15,0.96%,1.8%,2483225.0,39169278.0,0.18%,3.702,7.03%,22230585147
艾比森,SZ300389,10.73,0.02,0.19%,22.91%,2479433.0,26578671.0,1.45%,19.087,13.953%,3866337418
顺络电子,SZ002138,26.47,-0.04,-0.15%,1.11%,2478500.0,66363839.0,0.34%,36.221,1.124%,21319057280
康强电子,SZ002119,11.89,0.16,1.36%,4.02%,2473800.0,29285774.0,0.68%,29.071,0.42%,4462126760
京能电力,SH600578,3.19,-0.01,-0.31%,-1.85%,2472100.0,7885616.0,0.04%,-29.511,0,21353042885
三维化学,SZ002469,6.23,-0.03,-0.48%,6.13%,2471400.0,15412546.0,0.4%,12.991,4.019%,4048902811
中水渔业,SZ000798,9.69,0.07,0.73%,-11.83%,2470600.0,23773073.0,0.67%,-468.462,0,3545170919
海欣食品,SZ002702,6.27,0.05,0.8%,-9%,2470070.0,15416048.0,0.64%,60.461,0,3014365200
合纵科技,SZ300477,5.22,0.02,0.38%,3.16%,2469800.0,12862926.0,0.27%,40.034,0,5595937546
海兰信,SZ300065,13.24,-0.03,-0.23%,0.23%,2469254.0,32812150.0,0.4%,207.305,0,9584873377
联环药业,SH600513,9.62,0.21,2.23%,2.45%,2463536.0,23545374.0,0.86%,20.923,1.299%,2762341384
香溢融通,SH600830,6.04,0.14,2.37%,-4.13%,2461400.0,14700453.0,0.54%,-4061.868,0.182%,2744109392
宁波建工,SH601789,4.38,-0.02,-0.45%,1.39%,2457770.0,10789459.0,0.23%,13.36,2.733%,4760177824
千方科技,SZ002373,9.95,0.16,1.63%,11.55%,2454700.0,24313987.0,0.18%,-846.067,0,15722872739
安纳达,SZ002136,14.62,0.03,0.21%,7.58%,2454200.0,35807140.0,1.15%,12.206,1.022%,3145742600
三峡新材,SH600293,2.67,0.01,0.38%,5.12%,2452500.0,6569231.0,0.21%,-28.193,0,3097587273
华丽家族,SH600503,2.7,-0.01,-0.37%,-0.74%,2450900.0,6625281.0,0.15%,154.478,0.186%,4326183000
风华高科,SZ000636,15.99,0.19,1.2%,7.82%,2448700.0,39059325.0,0.23%,49.159,1.438%,18500641244
顺威股份,SZ002676,3.96,0.03,0.76%,-6.16%,2444600.0,9640041.0,0.34%,128.258,0,2844000000
梅雁吉祥,SH600868,2.67,0.0,0%,0%,2443400.0,6522039.0,0.13%,91.139,0.075%,5068056973
厦门空港,SH600897,16.79,0.49,3.01%,0.24%,2440000.0,41237780.0,0.82%,1619.912,0.854%,5000229900
华东重机,SZ002685,3.8,0.01,0.26%,1.88%,2439600.0,9250710.0,0.3%,-2.904,0,3829224436
益佰制药,SH600594,5.59,0.06,1.08%,1.08%,2437097.0,13585912.0,0.31%,31.033,0,4426874166
航天机电,SH600151,8.73,0.15,1.75%,7.12%,2435600.0,21119871.0,0.17%,193.163,0,12521022466
首都在线,SZ300846,9.95,0.2,2.05%,2.26%,2431500.0,24088280.0,0.76%,-69.84,0,4649555447
世茂股份,SH600823,2.31,-0.01,-0.43%,-2.12%,2431296.0,5641290.0,0.06%,-14.273,0,8665198683
龙佰集团,SZ002601,19.97,-0.09,-0.45%,5.55%,2430143.0,48675847.0,0.15%,11.877,5.965%,47731200762
川发龙蟒,SZ002312,10.77,0.0,0%,2.38%,2427650.0,26146464.0,0.18%,16.395,0,20397802663
新疆众和,SH600888,8.63,0.05,0.58%,5.37%,2427200.0,20943267.0,0.18%,7.686,2.202%,11650714499
东风股份,SH601515,4.4,0.03,0.69%,2.33%,2426280.0,10667578.0,0.13%,16.777,8.542%,8109008961
中粮科技,SZ000930,8.33,0.08,0.97%,-0.36%,2426033.0,20171130.0,0.13%,13.436,2.938%,15537729055
盛弘股份,SZ300693,67.7,-0.18,-0.27%,24.72%,2424800.0,165026531.0,1.51%,84.002,0.177%,13932047710
三特索道,SZ002159,14.75,0.07,0.48%,-15.71%,2424600.0,35846524.0,1.75%,-12.378,0,2618740570
华铁股份,SZ000976,3.73,0.01,0.27%,1.63%,2424400.0,9045586.0,0.15%,17.579,0,5951881909
京新药业,SZ002020,13.91,0.1,0.72%,14.2%,2423400.0,33695874.0,0.37%,18.533,2.258%,11985525629
五方光电,SZ002962,10.87,0.12,1.12%,6.36%,2421180.0,26235617.0,1.18%,41.715,1.838%,3190118371
大洋电机,SZ002249,5.31,0.03,0.57%,3.71%,2419700.0,12840234.0,0.14%,38.845,3.008%,12631982916
中通客车,SZ000957,12.17,0.0,0%,0.66%,2419500.0,29372385.0,0.41%,161.161,0,7215640901
宏创控股,SZ002379,4.15,-0.02,-0.48%,-1.19%,2418900.0,10076355.0,0.26%,-951.313,0,3844560000
贤丰控股,SZ002141,4.39,-0.01,-0.23%,9.2%,2417281.0,10639792.0,0.21%,19.172,0,4992488684
汇鸿集团,SH600981,2.7,0.0,0%,-6.57%,2415000.0,6550993.0,0.11%,-61.049,1.292%,6054569618
广誉远,SH600771,28.64,0.47,1.67%,2.95%,2414267.0,68837460.0,0.49%,-54.004,0,14019026278
星辉娱乐,SZ300043,2.95,0.01,0.34%,-0.67%,2411000.0,7094809.0,0.26%,-7.911,0,3670385283
